# Region type : faceZone InSurface
# Faces  :      548
# Area   :      4.17307897e+01
# Time          	areaAverage(surfaceInterpolate(p))
0.002           
140.602         	2.02895541e-01
140.802         	2.02895541e-01
141.002         	2.02895541e-01
141.202         	1.98360426e-01
141.402         	1.98360426e-01
141.602         	1.95134368e-01
141.802         	1.95134368e-01
142.002         	1.95134368e-01
142.202         	1.92884622e-01
142.402         	1.92884622e-01
142.602         	1.92946892e-01
142.802         	1.92946892e-01
143.002         	1.92946892e-01
143.202         	1.97804411e-01
143.402         	1.97804411e-01
143.602         	2.04739925e-01
143.802         	2.04739925e-01
144.002         	2.04739925e-01
144.202         	2.07687282e-01
144.402         	2.07687282e-01
144.602         	2.04990929e-01
144.802         	2.04990929e-01
145.002         	2.04990929e-01
145.202         	2.01912520e-01
145.402         	2.01912520e-01
145.602         	2.01101454e-01
145.802         	2.01101454e-01
146.002         	2.01101454e-01
146.202         	1.96911023e-01
146.402         	1.96911023e-01
146.602         	1.92473420e-01
146.802         	1.92473420e-01
147.002         	1.92473420e-01
147.202         	1.94136849e-01
147.402         	1.94136849e-01
147.602         	1.99388714e-01
147.802         	1.99388714e-01
148.002         	1.99388714e-01
148.202         	2.04305097e-01
148.402         	2.04305097e-01
148.602         	2.06893337e-01
148.802         	2.06893337e-01
149.002         	2.06893337e-01
149.202         	2.07961331e-01
149.402         	2.07961331e-01
149.602         	2.03987325e-01
149.802         	2.03987325e-01
150.002         	2.03987325e-01
150.202         	1.97654264e-01
150.402         	1.97654264e-01
150.602         	1.93860751e-01
150.802         	1.93860751e-01
151.002         	1.93860751e-01
151.202         	1.94084580e-01
151.402         	1.94084580e-01
151.602         	1.97698971e-01
151.802         	1.97698971e-01
152.002         	1.97698971e-01
152.202         	2.03715395e-01
152.402         	2.03715395e-01
152.602         	2.08919875e-01
152.802         	2.08919875e-01
153.002         	2.08919875e-01
153.202         	2.08371258e-01
153.402         	2.08371258e-01
153.602         	2.05388068e-01
153.802         	2.05388068e-01
154.002         	2.05388068e-01
154.202         	2.00455633e-01
154.402         	2.00455633e-01
154.602         	1.95336820e-01
154.802         	1.95336820e-01
155.002         	1.95336820e-01
155.202         	1.92043942e-01
155.402         	1.92043942e-01
155.602         	1.94613713e-01
155.802         	1.94613713e-01
156.002         	1.94613713e-01
156.202         	2.02069911e-01
156.402         	2.02069911e-01
156.602         	2.07975679e-01
156.802         	2.07975679e-01
157.002         	2.07975679e-01
157.202         	2.09319744e-01
157.402         	2.09319744e-01
157.602         	2.07962891e-01
157.802         	2.07962891e-01
158.002         	2.07962891e-01
158.202         	2.03590239e-01
158.402         	2.03590239e-01
158.602         	1.99952492e-01
158.802         	1.99952492e-01
159.002         	1.99952492e-01
159.202         	1.98678071e-01
159.402         	1.98678071e-01
159.602         	1.99677318e-01
159.802         	1.99677318e-01
160.002         	1.99677318e-01
160.202         	2.01352916e-01
160.402         	2.01352916e-01
160.602         	2.01776667e-01
160.802         	2.01776667e-01
161.002         	2.01776667e-01
161.202         	2.00676144e-01
161.402         	2.00676144e-01
161.602         	2.02241530e-01
161.802         	2.02241530e-01
162.002         	2.02241530e-01
162.202         	2.04768206e-01
162.402         	2.04768206e-01
162.602         	2.03480673e-01
162.802         	2.03480673e-01
163.002         	2.03480673e-01
163.202         	2.03994168e-01
163.402         	2.03994168e-01
163.602         	2.07681679e-01
163.802         	2.07681679e-01
164.002         	2.07681679e-01
164.202         	2.12261265e-01
164.402         	2.12261265e-01
164.602         	2.10834732e-01
164.802         	2.10834732e-01
165.002         	2.10834732e-01
165.202         	2.01467044e-01
165.402         	2.01467044e-01
165.602         	1.95502827e-01
165.802         	1.95502827e-01
166.002         	1.95502827e-01
166.202         	1.98150471e-01
166.402         	1.98150471e-01
166.602         	1.99415420e-01
166.802         	1.99415420e-01
167.002         	1.99415420e-01
167.202         	1.99917407e-01
167.402         	1.99917407e-01
167.602         	2.05184565e-01
167.802         	2.05184565e-01
168.002         	2.05184565e-01
168.202         	2.11747842e-01
168.402         	2.11747842e-01
168.602         	2.14620495e-01
168.802         	2.14620495e-01
169.002         	2.14620495e-01
169.202         	2.08570408e-01
169.402         	2.08570408e-01
169.602         	2.01776928e-01
169.802         	2.01776928e-01
170.002         	2.01776928e-01
170.202         	1.99433019e-01
170.402         	1.99433019e-01
170.602         	1.95063635e-01
170.802         	1.95063635e-01
171.002         	1.95063635e-01
171.202         	1.91815640e-01
171.402         	1.91815640e-01
171.602         	1.96142610e-01
171.802         	1.96142610e-01
172.002         	1.96142610e-01
172.202         	2.04803308e-01
172.402         	2.04803308e-01
172.602         	2.11532251e-01
172.802         	2.11532251e-01
173.002         	2.11532251e-01
173.202         	2.11556020e-01
173.402         	2.11556020e-01
173.602         	2.07029798e-01
173.802         	2.07029798e-01
174.002         	2.07029798e-01
174.202         	2.04249933e-01
174.402         	2.04249933e-01
174.602         	2.01754269e-01
174.802         	2.01754269e-01
175.002         	2.01754269e-01
175.202         	1.98757543e-01
175.402         	1.98757543e-01
175.602         	1.99889810e-01
175.802         	1.99889810e-01
176.002         	1.99889810e-01
176.202         	2.04846261e-01
176.402         	2.04846261e-01
176.602         	2.09375285e-01
176.802         	2.09375285e-01
177.002         	2.09375285e-01
177.202         	2.08628566e-01
177.402         	2.08628566e-01
177.602         	2.03796285e-01
177.802         	2.03796285e-01
178.002         	2.03796285e-01
178.202         	2.02412946e-01
178.402         	2.02412946e-01
178.602         	2.02005201e-01
178.802         	2.02005201e-01
179.002         	2.02005201e-01
179.202         	2.03788862e-01
179.402         	2.03788862e-01
179.602         	2.07195061e-01
179.802         	2.07195061e-01
180.002         	2.07195061e-01
180.202         	2.07795828e-01
180.402         	2.07795828e-01
180.602         	2.10196144e-01
180.802         	2.10196144e-01
181.002         	2.10196144e-01
181.202         	2.10109658e-01
181.402         	2.10109658e-01
181.602         	2.01684571e-01
181.802         	2.01684571e-01
182.002         	2.01684571e-01
182.202         	1.98787984e-01
182.402         	1.98787984e-01
182.602         	1.99065845e-01
182.802         	1.99065845e-01
183.002         	1.99065845e-01
183.202         	1.98812683e-01
183.402         	1.98812683e-01
183.602         	2.02755750e-01
183.802         	2.02755750e-01
184.002         	2.02755750e-01
184.202         	2.07853592e-01
184.402         	2.07853592e-01
184.602         	2.13115828e-01
184.802         	2.13115828e-01
185.002         	2.13115828e-01
185.202         	2.14083536e-01
185.402         	2.14083536e-01
185.602         	2.06203580e-01
